id,code,short_name,short_name_spelling,full_name,list_status_id,list_status,issuer,company_code,issue_start_date,issue_end_date,plan_raise_fund,actual_raise_fund,issue_par,issue_price,is_guarantee,fund_raising_purposes,list_declare_date,convert_price_reason,convert_price,convert_start_date,convert_end_date,convert_code,coupon,exchange_code,exchange,currency_id,coupon_type_id,coupon_type,coupon_frequency,payment_type_id,payment_type,par,repayment_period,bond_type_id,bond_type,bond_form_id,bond_form,list_date,delist_Date,interest_begin_date,maturity_date,interest_date,last_cash_date,cash_comment
3336,128116,瑞达转债,RDZZ,瑞达期货股份有限公司公开发行可转换公司债券,301001,正常上市,瑞达期货股份有限公司,002961.XSHE,2020-06-29,2020-06-29,65000.0,65000.0,100,100.0,0,补充公司营运资金,2020-07-22,,29.82,2021-01-04,2026-06-28,002961,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-24,2026-06-29,2020-06-29,2026-06-29,06-29,2026-06-29,
3337,127018,本钢转债,BGZZ,本钢板材股份有限公司公开发行A股可转换公司债券,301001,正常上市,本钢板材股份有限公司,000761.XSHE,2020-06-29,2020-06-29,680000.0,680000.0,100,100.0,1,"高牌号高磁感无取向硅钢工程项目,炼钢厂8号铸机工程项目,炼铁厂5号高炉产能置换工程项目,CCPP发电工程项目,偿还银行贷款,炼钢厂4号-6号转炉环保改造工程项目,特钢电炉升级改造工程项目",,,5.03,2021-01-04,2026-06-28,000761,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-04,2026-06-29,2020-06-29,2026-06-29,06-29,2026-06-29,
3338,113591,胜达转债,SDZZ,浙江大胜达包装股份有限公司公开发行可转换公司债券,301001,正常上市,浙江大胜达包装股份有限公司,603687.XSHG,2020-07-01,2020-07-01,55000.0,55000.0,100,100.0,1,"年产3亿方纸包装制品项目,年产1.5亿方绿色环保智能化高档包装纸箱技改项目,偿还银行贷款项目",2020-07-20,,14.73,2021-01-08,2026-06-30,603687,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-23,2026-07-01,2020-07-01,2026-07-01,07-01,2026-07-01,
3339,123057,美联转债,MLZZ,广东美联新材料股份有限公司创业板公开发行可转换公司债券,301001,正常上市,广东美联新材料股份有限公司,300586.XSHE,2020-07-01,2020-07-01,20674.0,20674.0,100,100.0,0,"年产2万吨高浓度彩色母粒建设项目,补充流动资金",2020-07-23,,9.91,2021-01-07,2026-06-30,300586,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-27,2026-07-01,2020-07-01,2026-07-01,07-01,2026-07-01,
3340,128117,道恩转债,DEZZ,山东道恩高分子材料股份有限公司公开发行可转换公司债券,301001,正常上市,山东道恩高分子材料股份有限公司,002838.XSHE,2020-07-02,2020-07-02,36000.0,36000.0,100,100.0,1,道恩高分子新材料项目、偿还银行借款及补充流动资金,2020-07-16,,29.32,2021-01-08,2026-07-01,002838,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-20,2026-07-02,2020-07-02,2026-07-02,07-02,2026-07-02,
3341,128118,瀛通转债,YTZZ,瀛通通讯股份有限公司公开发行可转换公司债券,301001,正常上市,瀛通通讯股份有限公司,002861.XSHE,2020-07-02,2020-07-02,30000.0,30000.0,100,100.0,1,"智能无线电声产品生产基地新建项目,补充流动资金项目",,,27.53,2021-01-08,2026-07-01,002861,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-05,2026-07-02,2020-07-02,2026-07-02,07-02,2026-07-02,
3342,113036,宁建转债,NJZZ,宁波建工股份有限公司公开发行可转换公司债券,301006,终止上市,宁波建工股份有限公司,601789.XSHG,2020-07-06,2020-07-06,54000.0,54000.0,100,100.0,0,"江油市龙凤工业集中区基础设施PPP项目,偿还银行贷款",,,4.86,2021-01-11,2022-04-11,601789,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-06,2022-04-12,2020-07-06,2022-04-12,07-06,2022-04-12,
3343,113592,安20转债,A20ZZ,2020年福建安井食品股份有限公司公开发行可转换公司债券,301006,终止上市,安井食品集团股份有限公司,603345.XSHG,2020-07-08,2020-07-08,90000.0,90000.0,100,100.0,0,"湖北安井食品有限公司年产15万吨速冻食品生产建设项目,河南安井食品有限公司年产10万吨速冻食品生产建设项目,辽宁安井食品有限公司新建年产4万吨速冻调制食品项目",,,115.9,2021-01-14,2021-03-05,603345,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-31,2021-03-08,2020-07-08,2021-03-08,07-08,2021-03-08,
3344,110071,湖盐转债,HYZZ,湖南盐业股份有限公司公开发行可转换公司债券,301006,终止上市,雪天盐业集团股份有限公司,600929.XSHG,2020-07-10,2020-07-10,72000.0,72000.0,100,100.0,0,"九二盐业年产30万吨离子膜烧碱项目二期工程,收购九二盐业10%股权项目,补充流动资金,湘澧盐化2x75t/h锅炉超低排放环保改造项目,九二盐业年产18万吨过氧化氢（双氧水）项目,九二盐业374万m3/年采输卤项目",,,6.6,2021-01-18,2022-07-06,600929,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-31,2022-07-07,2020-07-10,2022-07-07,07-10,2022-07-07,
3345,128119,龙大转债,LDZZ,山东龙大肉食品股份有限公司公开发行可转换公司债券,301001,正常上市,山东龙大美食股份有限公司,002726.XSHE,2020-07-13,2020-07-13,95000.0,95000.0,100,100.0,0,"安丘市石埠子镇新建年出栏50万头商品猪项目,补充流动资金",,,9.56,2021-01-18,2026-07-12,002726,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-07,2026-07-13,2020-07-13,2026-07-13,07-13,2026-07-13,
3346,123058,欣旺转债,XWZZ,欣旺达电子股份有限公司公开发行可转换公司债券,301006,终止上市,欣旺达电子股份有限公司,300207.XSHE,2020-07-14,2020-07-14,112000.0,112000.0,100,100.0,0,"消费类锂离子电芯扩产项目,补充流动资金",,,21.28,2021-01-20,2021-07-05,300207,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-07,2021-07-06,2020-07-14,2021-07-06,07-14,2021-07-06,
3347,128114,正邦转债,ZBZZ,江西正邦科技股份有限公司公开发行可转换公司债券,301001,正常上市,江西正邦科技股份有限公司,002157.XSHE,2020-06-17,2020-06-17,160000.0,160000.0,100,100.0,0,"潘集正邦存栏16000头母猪的繁殖场“种养结合”基地建设项目,上思正邦思阳镇母猪养殖场“种养结合”基地建设项目,武定正邦循环农业生态园建设项目（一期）,达州大竹文星龙门7PS繁殖场项目,偿还银行贷款,正邦高老庄（河南）现代农业有限公司年繁育70万头仔猪基地建设项目（一期）,南华正邦循环农业生态园项目,广安前锋龙滩许家7PS种养结合产业园（一期）,广西正邦隆安县振义生态养殖繁育基地项目",2020-07-13,,16.09,2020-12-23,2026-06-16,002157,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-15,2026-06-17,2020-06-17,2026-06-17,06-17,2026-06-17,
3348,113588,润达转债,RDZZ,上海润达医疗科技股份有限公司公开发行可转换公司债券,301001,正常上市,上海润达医疗科技股份有限公司,603108.XSHG,2020-06-17,2020-06-17,55000.0,55000.0,100,100.0,0,综合服务扩容项目,2020-07-08,,13.36,2020-12-23,2026-06-16,603108,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-13,2026-06-17,2020-06-17,2026-06-17,06-17,2026-06-17,
3349,123055,晨光转债,CGZZ,晨光生物科技集团股份有限公司创业板公开发行可转换公司债券,301006,终止上市,晨光生物科技集团股份有限公司,300138.XSHE,2020-06-17,2020-06-17,63000.0,63000.0,100,100.0,0,"天然植物综合提取一体化项目（一期）,补充流动资金",2020-07-09,,12.25,2020-12-23,2021-02-24,300138,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-07-13,2021-02-25,2020-06-17,2021-02-25,06-17,2021-02-25,
3350,123059,银信转债,YXZZ,北京银信长远科技股份有限公司创业板公开发行可转换公司债券,301001,正常上市,北京银信长远科技股份有限公司,300231.XSHE,2020-07-15,2020-07-15,39140.0,39140.0,100,100.0,0,"基于容器技术的金融数据中心整合方案产业化项目,AIOps研发中心建设项目,补充流动资金",,,9.91,2021-01-21,2026-07-14,300231,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-12,2026-07-15,2020-07-15,2026-07-15,07-15,2026-07-15,
3351,127019,国城转债,GCZZ,国城矿业股份有限公司公开发行可转换公司债券,301001,正常上市,国城矿业股份有限公司,000688.XSHE,2020-07-15,2020-07-15,85000.0,85000.0,100,100.0,0,硫钛铁资源循环综合利用项目,,,21.07,2021-01-21,2026-07-14,000688,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-10,2026-07-15,2020-07-15,2026-07-15,07-15,2026-07-15,
3352,128121,宏川转债,HCZZ,广东宏川智慧物流股份有限公司公开发行可转换公司债券,301001,正常上市,广东宏川智慧物流股份有限公司,002930.XSHE,2020-07-17,2020-07-17,67000.0,67000.0,100,100.0,0,"港丰石化仓储项目,偿还银行借款,7#泊位工程",,,20.25,2021-01-25,2026-07-16,002930,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-07,2026-07-17,2020-07-17,2026-07-17,07-17,2026-07-17,
3353,128120,联诚转债,LCZZ,山东联诚精密制造股份有限公司公开发行可转换公司债券,301001,正常上市,山东联诚精密制造股份有限公司,002921.XSHE,2020-07-17,2020-07-17,26000.0,26000.0,100,100.0,1,"精密零部件智能制造项目,技术中心改扩建项目,补充流动资金",,,24.37,2021-01-25,2026-07-16,002921,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-17,2026-07-17,2020-07-17,2026-07-17,07-17,2026-07-17,
3354,113593,沪工转债,HGZZ,上海沪工焊接集团股份有限公司公开发行可转换公司债券,301001,正常上市,上海沪工焊接集团股份有限公司,603131.XSHG,2020-07-20,2020-07-20,42623.41,40000.0,100,100.0,1,"精密数控激光切割装备扩产项目,补充流动资金项目,航天装备制造基地一期建设项目",,,21.32,2021-01-25,2026-07-19,603131,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-10,2026-07-20,2020-07-20,2026-07-20,07-20,2026-07-20,
3355,127020,中金转债,ZJZZ,深圳市中金岭南有色金属股份有限公司公开发行可转换公司债券,301001,正常上市,深圳市中金岭南有色金属股份有限公司,000060.XSHE,2020-07-20,2020-07-20,380000.0,380000.0,100,100.0,0,"多米尼加矿业公司迈蒙矿年产200万吨采选工程项目,凡口铅锌矿采掘废石资源化利用技术改造项目,补充流动资金,丹霞冶炼厂炼锌渣绿色化升级改造项目",,,4.71,2021-01-25,2026-07-19,000060,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-14,2026-07-20,2020-07-20,2026-07-20,07-20,2026-07-20,
3356,113594,淳中转债,CZZZ,北京淳中科技股份有限公司公开发行可转换公司债券,301001,正常上市,北京淳中科技股份有限公司,603516.XSHG,2020-07-21,2020-07-21,30000.0,30000.0,100,100.0,1,"专业音视频处理芯片研发及产业化项目,补充流动资金,营销网络建设项目",,,39.37,2021-01-27,2026-07-20,603516,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-28,2026-07-21,2020-07-21,2026-07-21,07-21,2026-07-21,
3357,113595,花王转债,HWZZ,花王生态工程股份有限公司公开发行可转换公司债券,301001,正常上市,花王生态工程股份有限公司,603007.XSHG,2020-07-21,2020-07-21,33000.0,33000.0,100,100.0,1,丹北镇城镇化基础设施建设及生态环境提升项目,,,6.94,2021-01-27,2026-07-20,603007,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-18,2026-07-21,2020-07-21,2026-07-21,07-21,2026-07-21,
3358,123060,苏试转债,SSZZ,苏州苏试试验集团股份有限公司公开发行可转换公司债券,301001,正常上市,苏州苏试试验集团股份有限公司,300416.XSHE,2020-07-21,2020-07-21,31000.0,31000.0,100,100.0,0,"苏试试验北方检测中心项目,补充流动资金,苏州苏试广博环境可靠性实验室有限公司武汉实验室建设项目",,,23.86,2021-01-27,2026-07-20,300416,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-17,2026-07-21,2020-07-21,2026-07-21,07-21,2026-07-21,
3359,123061,航新转债,HXZZ,广州航新航空科技股份有限公司公开发行可转换公司债券,301001,正常上市,广州航新航空科技股份有限公司,300424.XSHE,2020-07-22,2020-07-22,25000.0,25000.0,100,100.0,0,"发动机健康管理项目,补充流动资金,研发中心项目",,,14.86,2021-01-28,2026-07-21,300424,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-18,2026-07-22,2020-07-22,2026-07-22,07-22,2026-07-22,
3360,113037,紫银转债,ZYZZ,江苏紫金农村商业银行股份有限公司公开发行可转换公司债券,301001,正常上市,江苏紫金农村商业银行股份有限公司,601860.XSHG,2020-07-23,2020-07-23,450000.0,450000.0,100,100.0,0,补充本行的核心一级资本,,,4.75,2021-01-29,2026-07-22,601860,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-17,2026-07-23,2020-07-23,2026-07-23,07-23,2026-07-23,
3361,128122,兴森转债,XSZZ,深圳市兴森快捷电路科技股份有限公司公开发行可转换公司债券,301001,正常上市,深圳市兴森快捷电路科技股份有限公司,002436.XSHE,2020-07-23,2020-07-23,26890.0,26890.0,100,100.0,0,广州兴森快捷电路科技有限公司二期工程建设项目——刚性电路板项目,,,14.18,2021-01-29,2025-07-22,002436,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2020-08-17,2025-07-23,2020-07-23,2025-07-23,07-23,2025-07-23,
3362,110073,国投转债,GTZZ,国投资本股份有限公司公开发行可转换公司债券,301001,正常上市,国投资本股份有限公司,600061.XSHG,2020-07-24,2020-07-24,800000.0,800000.0,100,100.0,0,用于向安信证券股份有限公司进行增资,,,15.25,2021-02-01,2026-07-23,600061,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-20,2026-07-24,2020-07-24,2026-07-24,07-24,2026-07-24,
3363,123062,三超转债,SCZZ,南京三超新材料股份有限公司创业板公开发行可转换公司债券,301006,终止上市,南京三超新材料股份有限公司,300554.XSHE,2020-07-27,2020-07-27,19500.0,19500.0,100,100.0,0,"年产1000万公里超细金刚石线锯生产项目一期,补充流动资金",,,17.17,2021-02-01,2022-09-14,300554,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-17,2022-09-23,2020-07-27,2022-09-15,07-27,2022-09-15,
3364,128123,国光转债,GGZZ,四川国光农化股份有限公司公开发行可转换公司债券,301001,正常上市,四川国光农化股份有限公司,002749.XSHE,2020-07-27,2020-07-27,32000.0,32000.0,100,100.0,1,"年产22,000吨高效、安全、环境友好型制剂生产线搬迁技改项目,企业技术中心升级改造项目,年产50,000吨水溶肥料（专用肥）生产线搬迁技改项目",,,13.7,2021-02-01,2026-07-26,002749,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-19,2026-07-27,2020-07-27,2026-07-27,07-27,2026-07-27,
3365,113596,城地转债,CDZZ,上海城地香江数据科技股份有限公司公开发行可转换公司债券,301001,正常上市,上海城地香江数据科技股份有限公司,603887.XSHG,2020-07-28,2020-07-28,120000.0,120000.0,100,100.0,0,"沪太智慧云谷数字科技产业园项目一期,补充流动资金",,,29.21,2021-02-04,2026-07-27,603887,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-08-20,2026-07-28,2020-07-28,2026-07-28,07-28,2026-07-28,
3366,128105,长集转债,ZJZZ,广东长青(集团)股份有限公司公开发行可转换公司债券,301001,正常上市,广东长青(集团)股份有限公司,002616.XSHE,2020-04-09,2020-04-09,80000.0,80000.0,100,100.0,0,"铁岭长青生物质热电联产项目新建工程,蠡县热电联产项目,永城长青生物质能源有限公司生物质能热电联产工程,补充流动资金",2020-05-10,,8.31,2020-10-15,2026-04-08,002616,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-13,2026-04-09,2020-04-09,2026-04-09,04-09,2026-04-09,
3367,128104,裕同转债,YTZZ,深圳市裕同包装科技股份有限公司公开发行可转换公司债券,301006,终止上市,深圳市裕同包装科技股份有限公司,002831.XSHE,2020-04-07,2020-04-07,140000.0,140000.0,100,100.0,0,"宜宾裕同智能包装及竹浆环保纸塑项目,补充流动资金项目,裕同科技增资香港裕同印刷有限公司并在印度尼西亚建设电子产品包装盒生产线项目,许昌裕同高端包装彩盒智能制造项目,裕同科技增资香港裕同印刷有限公司并在越南扩建电子产品包装盒生产线项目",2020-04-26,,23.52,2020-10-13,2021-01-04,002831,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-04-28,2021-01-05,2020-04-07,2021-01-05,04-07,2021-01-05,
3368,110069,瀚蓝转债,HLZZ,瀚蓝环境股份有限公司公开发行可转换公司债券,301006,终止上市,瀚蓝环境股份有限公司,600323.XSHG,2020-04-07,2020-04-07,99232.0,99232.0,100,100.0,0,"南海生活垃圾焚烧发电厂提标扩能工程项目,安溪县垃圾焚烧发电厂改扩建项目,漳州南部生活垃圾焚烧发电厂项目",2020-04-30,,20.42,2020-10-13,2021-04-27,600323,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-07,2021-04-28,2020-04-07,2021-04-28,04-07,2021-04-28,
3369,113575,东时转债,DSZZ,东方时尚驾驶学校股份有限公司公开发行可转换公司债券,301001,正常上市,东方时尚驾驶学校股份有限公司,603377.XSHG,2020-04-09,2020-04-09,42800.0,42800.0,100,100.0,0,新能源车购置项目、偿还银行贷款和补充流动资金,2020-04-27,,14.76,2020-10-15,2026-04-08,603377,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-04-30,2026-04-09,2020-04-09,2026-04-09,04-09,2026-04-09,
3370,127016,鲁泰转债,LTZZ,鲁泰纺织股份有限公司公开发行可转换公司债券,301001,正常上市,鲁泰纺织股份有限公司,000726.XSHE,2020-04-09,2020-04-09,140000.0,140000.0,100,100.0,0,"功能性面料智慧生态园区项目（一期）,补充流动资金,高档印染面料生产线项目",2020-05-10,,9.01,2020-10-15,2026-04-08,000726,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-13,2026-04-09,2020-04-09,2026-04-09,04-09,2026-04-09,
3371,113034,滨化转债,BHZZ,滨化集团股份有限公司公开发行可转换公司债券,301006,终止上市,滨化集团股份有限公司,601678.XSHG,2020-04-10,2020-04-10,240000.0,240000.0,100,100.0,0,碳三碳四综合利用项目（一期）,2020-04-27,,4.78,2020-10-16,2022-01-10,601678,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-04-30,2022-01-11,2020-04-10,2022-01-11,04-10,2022-01-11,
3372,128106,华统转债,HTZZ,浙江华统肉制品股份有限公司公开发行可转换公司债券,301001,正常上市,浙江华统肉制品股份有限公司,002840.XSHE,2020-04-10,2020-04-10,55000.0,55000.0,100,100.0,1,"衢州华统现代化生态养殖场建设项目,衢州华统现代化华垅生猪养殖建设项目,衢州华统现代化东方生猪养殖建设项目,补充流动资金",2020-05-06,,15.12,2020-10-16,2026-04-09,002840,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-08,2026-04-10,2020-04-10,2026-04-10,04-10,2026-04-10,
3373,123048,应急转债,YJZZ,中国船舶重工集团应急预警与救援装备股份有限公司公开发行可转换公司债券,301001,正常上市,中国船舶重工集团应急预警与救援装备股份有限公司,300527.XSHE,2020-04-10,2020-04-10,81893.12,81893.0,100,100.0,0,"全域机动保障装备能力建设项目,国际营销平台网络建设项目,补充流动资金",2020-05-07,,8.9,2020-10-16,2026-04-09,300527,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-11,2026-04-10,2020-04-10,2026-04-10,04-10,2026-04-10,
3374,113576,起步转债,QBZZ,起步股份有限公司公开发行可转换公司债券,301001,正常上市,起步股份有限公司,603557.XSHG,2020-04-10,2020-04-10,52000.0,52000.0,100,100.0,0,"智慧信息化系统升级改造项目,婴童用品销售网络建设项目,补充流动资金",2020-04-30,,10.95,2020-10-16,2026-04-09,603557,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-07,2026-04-10,2020-04-10,2026-04-10,04-10,2026-04-10,
3375,123049,维尔转债,WEZZ,维尔利环保科技集团股份有限公司公开发行可转换公司债券,301001,正常上市,维尔利环保科技集团股份有限公司,300190.XSHE,2020-04-13,2020-04-13,91723.87,91724.0,100,100.0,0,"西安市生活垃圾末端处理系统渗滤液处理项目,营销服务网络及展示中心建设项目,补充流动资金,环保智能云平台建设项目,成都市固体废弃物卫生处置场渗滤液处理扩容（三期）项目总承包,松江湿垃圾资源化处理工程项目,天子岭循环经济产业园餐厨（厨余）资源化利用工程总承包,产业研究院建设项目",2020-05-08,,7.58,2020-10-19,2026-04-12,300190,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-12,2026-04-13,2020-04-13,2026-04-13,04-13,2026-04-13,
3376,110070,凌钢转债,LGZZ,凌源钢铁股份有限公司公开发行可转换公司债券,301001,正常上市,凌源钢铁股份有限公司,600231.XSHG,2020-04-13,2020-04-13,44000.0,44000.0,100,100.0,0,"原料场改扩建工程,偿还公司债务",2020-05-08,,2.8,2020-10-19,2026-04-12,600231,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-13,2026-04-13,2020-04-13,2026-04-13,04-13,2026-04-13,
3377,123050,聚飞转债,JFZZ,深圳市聚飞光电股份有限公司公开发行可转换公司债券,301001,正常上市,深圳市聚飞光电股份有限公司,300303.XSHE,2020-04-14,2020-04-14,70468.81,70469.0,100,100.0,0,"惠州LED产品扩产项目,惠州LED技术研发中心建设项目",2020-05-13,,5.28,2020-10-20,2026-04-13,300303,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-15,2026-04-14,2020-04-14,2026-04-14,04-14,2026-04-14,
3378,113577,春秋转债,CQZZ,苏州春秋电子科技股份有限公司公开发行可转换公司债券,301001,正常上市,苏州春秋电子科技股份有限公司,603890.XSHG,2020-04-14,2020-04-14,24000.0,24000.0,100,100.0,1,"年产3,000万件消费电子精密金属构件生产线及200套精密模具智能产线项目（一期）,补充流动资金",2020-05-08,,15.69,2020-10-20,2026-04-13,603890,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-13,2026-04-14,2020-04-14,2026-04-14,04-14,2026-04-14,
3379,113573,纵横转债,ZHZZ,杭州纵横通信股份有限公司公开发行可转换公司债券,301001,正常上市,杭州纵横通信股份有限公司,603602.XSHG,2020-04-17,2020-04-17,27000.0,27000.0,100,100.0,1,"通信网络建设技术服务升级项目,研发中心建设项目",2020-05-19,,24.49,2020-10-23,2026-04-16,603602,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-22,2026-04-17,2020-04-17,2026-04-17,04-17,2026-04-17,
3380,113578,全筑转债,QZZZ,上海全筑建筑装饰集团股份有限公司公开发行可转换公司债券,301001,正常上市,上海全筑控股集团股份有限公司,603030.XSHG,2020-04-20,2020-04-20,38400.0,38400.0,100,100.0,0,"恒大集团全装修工程项目,宝矿集团全装修工程项目,中国金茂全装修工程项目",2020-05-14,,5.47,2020-10-26,2026-04-19,603030,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-19,2026-04-20,2020-04-20,2026-04-20,04-20,2026-04-20,
3381,128107,交科转债,JKZZ,浙江交通科技股份有限公司公开发行可转换公司债券,301006,终止上市,浙江交通科技股份有限公司,002061.XSHE,2020-04-22,2020-04-22,250000.0,250000.0,100,100.0,0,"施工机械装备升级更新购置项目,104国道西过境平阳段（104国道瑞安仙降至平阳萧江段）改建工程PPP项目,补充营运资金",2020-05-18,,5.48,2020-10-28,2022-07-07,002061,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-22,2022-07-18,2020-04-22,2022-07-08,04-22,2022-07-08,
3382,113579,健友转债,JYZZ,南京健友生化制药股份有限公司公开发行可转换公司债券,301001,正常上市,南京健友生化制药股份有限公司,603707.XSHG,2020-04-23,2020-04-23,50319.0,50319.0,100,100.0,0,高端制剂预灌封生产线项目、抗肿瘤产品技改扩能项目及补充流动资金,2020-05-19,,54.97,2020-10-29,2026-04-22,603707,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-22,2026-04-23,2020-04-23,2026-04-23,04-23,2026-04-23,
3383,113580,康隆转债,KLZZ,浙江康隆达特种防护科技股份有限公司公开发行可转换公司债券,301006,终止上市,浙江康隆达特种防护科技股份有限公司,603665.XSHG,2020-04-23,2020-04-23,20000.0,20000.0,100,100.0,1,年产2400吨多功能、高性能高强高模聚乙烯纤维项目,2020-05-15,,24.45,2020-10-29,2021-11-18,603665,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-20,2021-11-19,2020-04-23,2021-11-19,04-23,2021-11-19,
3384,113581,龙蟠转债,LPZZ,江苏龙蟠科技股份有限公司公开发行可转换公司债券,301006,终止上市,江苏龙蟠科技股份有限公司,603906.XSHG,2020-04-23,2020-04-23,40000.0,40000.0,100,100.0,1,"年产18万吨可兰素项目,新能源车用冷却液生产基地建设项目,补充流动资金",2020-05-14,,9.61,2020-10-29,2020-12-10,603906,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-05-19,2020-12-11,2020-04-23,2020-12-11,04-23,2020-12-11,
3385,113582,火炬转债,HJZZ,福建火炬电子科技股份有限公司公开发行可转换公司债券,301001,正常上市,福建火炬电子科技股份有限公司,603678.XSHG,2020-05-27,2020-05-27,60000.0,60000.0,100,100.0,0,"小体积薄介质层陶瓷电容器高技术产业化项目,补充流动资金",2020-06-18,,25.33,2020-12-02,2026-05-26,603678,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2020-06-23,2026-05-27,2020-05-27,2026-05-27,05-27,2026-05-27,
